unit_number,RUL_real,RUL_previsto,erro,erro_absoluto
1,112,148.98315,36.983154296875,36.983154296875
2,98,134.7893,36.789306640625,36.789306640625
3,69,61.35434,-7.645660400390625,7.645660400390625
4,82,88.35058,6.350578308105469,6.350578308105469
5,91,101.977196,10.977195739746094,10.977195739746094
6,93,119.39459,26.39459228515625,26.39459228515625
7,91,105.629944,14.62994384765625,14.62994384765625
8,95,101.764046,6.764045715332031,6.764045715332031
9,111,141.77614,30.776138305664062,30.776138305664062
10,96,89.61348,-6.3865203857421875,6.3865203857421875
11,97,89.0434,-7.956596374511719,7.956596374511719
12,124,120.1332,-3.8667984008789062,3.8667984008789062
13,95,96.677956,1.6779556274414062,1.6779556274414062
14,107,119.704216,12.704216003417969,12.704216003417969
15,83,118.81914,35.81913757324219,35.81913757324219
16,84,116.00379,32.00379180908203,32.00379180908203
17,50,39.868332,-10.131668090820312,10.131668090820312
18,28,25.111116,-2.888883590698242,2.888883590698242
19,87,123.877464,36.877464294433594,36.877464294433594
20,16,19.399908,3.3999080657958984,3.3999080657958984
21,57,88.432014,31.43201446533203,31.43201446533203
22,111,145.78123,34.78123474121094,34.78123474121094
23,113,146.48181,33.4818115234375,33.4818115234375
24,20,19.92861,-0.07139015197753906,0.07139015197753906
25,145,158.39209,13.39208984375,13.39208984375
26,119,112.88172,-6.118278503417969,6.118278503417969
27,66,125.1122,59.11219787597656,59.11219787597656
28,97,127.07241,30.072410583496094,30.072410583496094
29,90,107.43237,17.432373046875,17.432373046875
30,115,106.488045,-8.511955261230469,8.511955261230469
31,8,9.586086,1.5860862731933594,1.5860862731933594
32,48,40.899384,-7.100616455078125,7.100616455078125
33,106,117.616875,11.616874694824219,11.616874694824219
34,7,10.880689,3.8806886672973633,3.8806886672973633
35,11,6.6955976,-4.3044023513793945,4.3044023513793945
36,19,25.17687,6.176870346069336,6.176870346069336
37,21,31.64992,10.649919509887695,10.649919509887695
38,50,53.059433,3.0594329833984375,3.0594329833984375
39,142,157.20735,15.207351684570312,15.207351684570312
40,28,33.03169,5.031688690185547,5.031688690185547
41,18,24.116682,6.116682052612305,6.116682052612305
42,10,14.374295,4.374295234680176,4.374295234680176
43,59,77.26092,18.26091766357422,18.26091766357422
44,109,112.14731,3.147308349609375,3.147308349609375
45,114,73.21537,-40.784629821777344,40.784629821777344
46,47,47.077293,0.07729339599609375,0.07729339599609375
47,135,122.81216,-12.187843322753906,12.187843322753906
48,92,112.595894,20.59589385986328,20.59589385986328
49,21,20.472502,-0.5274982452392578,0.5274982452392578
50,79,127.98183,48.98182678222656,48.98182678222656
51,114,122.08389,8.083892822265625,8.083892822265625
52,29,26.60673,-2.393270492553711,2.393270492553711
53,26,28.810738,2.8107376098632812,2.8107376098632812
54,97,134.7576,37.757598876953125,37.757598876953125
55,137,154.16437,17.16436767578125,17.16436767578125
56,15,13.742104,-1.2578964233398438,1.2578964233398438
57,103,108.89172,5.8917236328125,5.8917236328125
58,37,52.480186,15.480186462402344,15.480186462402344
59,114,118.36408,4.364082336425781,4.364082336425781
60,100,130.30402,30.30401611328125,30.30401611328125
61,21,21.220518,0.2205181121826172,0.2205181121826172
62,54,31.816372,-22.18362808227539,22.18362808227539
63,72,86.257034,14.257034301757812,14.257034301757812
64,28,29.974705,1.9747047424316406,1.9747047424316406
65,128,156.40816,28.408157348632812,28.408157348632812
66,14,26.73997,12.739969253540039,12.739969253540039
67,77,164.58125,87.58125305175781,87.58125305175781
68,8,11.775742,3.7757415771484375,3.7757415771484375
69,121,147.86815,26.868148803710938,26.868148803710938
70,94,90.706245,-3.2937545776367188,3.2937545776367188
71,118,98.84766,-19.15234375,19.15234375
72,50,63.33033,13.330329895019531,13.330329895019531
73,131,123.76507,-7.234931945800781,7.234931945800781
74,126,100.60833,-25.39167022705078,25.39167022705078
75,113,130.17969,17.1796875,17.1796875
76,10,10.376391,0.3763914108276367,0.3763914108276367
77,34,44.438698,10.438697814941406,10.438697814941406
78,107,177.9932,70.99319458007812,70.99319458007812
79,63,129.0319,66.03190612792969,66.03190612792969
80,90,97.621635,7.621635437011719,7.621635437011719
81,8,6.0467734,-1.9532265663146973,1.9532265663146973
82,9,15.148586,6.148586273193359,6.148586273193359
83,137,162.90034,25.900344848632812,25.900344848632812
84,58,74.07333,16.073333740234375,16.073333740234375
85,118,146.37523,28.375228881835938,28.375228881835938
86,89,114.780594,25.780593872070312,25.780593872070312
87,116,135.72694,19.726943969726562,19.726943969726562
88,115,131.01347,16.013473510742188,16.013473510742188
89,136,129.90897,-6.091033935546875,6.091033935546875
90,28,35.022797,7.022796630859375,7.022796630859375
91,38,20.081987,-17.918012619018555,17.918012619018555
92,20,23.28241,3.28240966796875,3.28240966796875
93,85,47.148685,-37.851314544677734,37.851314544677734
94,55,62.72952,7.729518890380859,7.729518890380859
95,128,154.291,26.291000366210938,26.291000366210938
96,137,114.888954,-22.111045837402344,22.111045837402344
97,82,101.530876,19.53087615966797,19.53087615966797
98,59,73.590385,14.590385437011719,14.590385437011719
99,117,142.37888,25.378875732421875,25.378875732421875
100,20,17.58883,-2.4111690521240234,2.4111690521240234
