loss,val_loss
0.04497982934117317,0.014529144391417503
0.01205425150692463,0.010921496897935867
0.010451043955981731,0.010527671314775944
0.010221739299595356,0.010403058491647243
0.010149980895221233,0.010425800457596779
0.010130180977284908,0.01032324694097042
0.010089554823935032,0.01031677145510912
0.010070852935314178,0.010305909439921379
0.010087312199175358,0.010323564521968365
0.010061277076601982,0.010274329222738743
0.010042307898402214,0.010277978144586086
0.010043248534202576,0.01026238314807415
0.010031534358859062,0.010309574194252491
0.010028266347944736,0.010292178951203823
0.01001641247421503,0.010258596390485764
0.01000781636685133,0.010219080373644829
0.01000591553747654,0.010239406488835812
0.009991202503442764,0.010247226804494858
0.009987828321754932,0.010230119340121746
0.009981641545891762,0.010225193575024605
0.009974008426070213,0.010195043869316578
0.009972037747502327,0.01021090243011713
0.00995640642940998,0.010201720520853996
0.009954378940165043,0.010200491175055504
0.0099349869415164,0.010184936225414276
0.009932182729244232,0.01016458310186863
0.009926746599376202,0.010178816504776478
0.009916859678924084,0.01014290563762188
0.00991782359778881,0.010161284357309341
0.00991673395037651,0.010153310373425484
0.009908031672239304,0.010159406810998917
0.009908623062074184,0.010128109715878963
0.009894106537103653,0.01013681385666132
0.009885412640869617,0.010155499912798405
0.009881019592285156,0.010124319233000278
0.009879308752715588,0.010146166197955608
0.009873529896140099,0.010111267678439617
0.0098585719242692,0.010114794597029686
0.009858557023108006,0.010086745023727417
0.00985730066895485,0.010114439763128757
0.009858119301497936,0.010106331668794155
0.009851469658315182,0.010084330104291439
0.009847368113696575,0.010085313580930233
0.009844435378909111,0.010112166404724121
0.009851505979895592,0.010081280954182148
0.009834411554038525,0.010058253072202206
0.009827330708503723,0.010087757371366024
0.009824775159358978,0.010069352574646473
0.009827203117311,0.010054032318294048
0.00982268899679184,0.010087063536047935
